id,st,end,time,stdev
59,20,29,0.8953171516060829,0.02195498416933408
60,20,30,2.8591086077690124,0.0234889522545032
61,20,31,2.8695708174705503,0.024445493232129308
62,20,32,1.0850773779153824,0.017562995962296435
63,20,35,1.0910465920567511,0.014641544090174458
64,20,38,1.087695008635521,0.017085770082423634
65,20,39,4.220781856060028,0.3082970719429227
66,20,40,3.812459394931793,0.3182989058005228
67,20,41,1.3873449919223786,0.04033334016453701
68,21,22,0.6807933094501495,0.012351143711546568
69,21,23,1.001214080274105,0.0248288409222966
70,22,23,0.4288409922420979,0.012612747277296738
71,23,24,0.43586953657865524,0.009755380213454502
72,23,25,1.0921694093346597,0.02477801277695229
73,23,26,0.4418075837790966,0.018254865762623487
74,23,29,0.6980146241188049,0.021523558679724566
75,23,30,2.6525174345970153,0.3574606010692817
76,23,31,2.907137246608734,0.37778914831530036
77,23,32,1.0762092802524568,0.022024779999788618
78,23,35,1.0864873941540718,0.02214039142482549
79,23,38,1.0924615036845207,0.019462370845456947
80,23,39,4.214845000267029,0.027348281961246553
81,23,40,3.772253757238388,0.02712627713234172
82,23,41,1.373478782773018,0.019761333950456348
83,24,25,0.680645727455616,0.01259560748046609
84,24,26,1.0034085440039635,0.01977171180686259
85,25,26,0.42065078368783,0.014653184234169267
86,26,27,0.4363919045329094,0.011394356739050007
87,26,28,1.0914190406799316,0.01780185875604735
88,26,29,0.4401722559034824,0.010120116935241355
89,26,30,1.0916279028058051,0.019373856034711086
90,26,31,2.6371973407268525,0.43227634499827916
91,26,32,1.0937957772612572,0.4517241932651997
92,26,35,1.079562015235424,0.026393479024954803
93,26,38,1.087481440126896,0.0187572931440785
94,26,39,4.1857410519123075,0.2866878113348542
95,26,40,3.78984348654747,0.03239520718968583
96,26,41,1.3707952306270599,0.017532084454990104
97,27,28,0.680479198217392,0.016974641090189254
98,27,29,1.003683039009571,0.02564632798199922
99,28,29,0.426190847992897,0.009483570826887121
100,29,30,0.4363407044112682,0.013834738786149424
101,29,31,1.091900992512703,0.024275551976434235
102,29,32,0.506326081752777,0.0157250782956355
103,29,35,1.0247032319307328,0.02171566481075284
104,29,38,1.0951577602028846,0.5343405907515203
105,29,39,4.151325312614441,0.37988553001308106
106,29,40,3.500050112247467,0.31760291947063546
107,29,41,1.3586408948898316,0.019413665814825586
108,30,31,0.6800085112452507,0.010673210687756531
109,30,32,1.3631543684005738,0.017274902401963808
110,30,35,3.376165636777878,0.03470637613214793
111,30,38,3.438914627790451,0.36203923344082145
112,30,39,15.354172149658202,0.31237576704671527
113,30,40,15.1993470993042,0.2418916638811627
114,30,41,4.95496658372879,0.03125392015004445
115,31,32,0.48751721721887586,0.010768507006483269
116,31,35,1.3675066231489181,0.019739624288529694
117,31,38,3.3786678385734557,0.02422169406524954
118,31,39,15.221448221206664,0.20614522561389462
119,31,40,12.004275718688964,0.1989188989697847
120,31,41,4.065823137283325,0.5731569714105281
121,32,33,0.5386466546654701,0.015341061784375788
122,32,34,2.054293604016304,0.37339023255319786
123,32,35,0.5872126407027245,0.014312350677327836
124,32,38,1.3102052785158158,0.023758986069892102
125,32,39,5.1981056251525875,0.2907034163532287
126,32,40,3.219905566215515,0.036328113883088
127,32,41,1.215335296690464,0.017518000891644535
128,33,34,0.8138349128067494,0.039302637567955864
129,33,35,1.9036542073488236,0.022711595101865132
130,34,35,0.5703691844046116,0.015739667199575393
131,35,36,0.5381259191930294,0.017220522895972746
132,35,37,2.0052918125391006,0.019706119883540617
133,35,38,0.5871893763244153,0.01681447944641268
134,35,39,2.006466148376465,0.02687642879636833
135,35,40,1.829979840040207,0.35892421678836806
136,35,41,0.7884026881456375,0.0180579390408393
137,36,37,0.8201603209972381,0.01860876160171876
138,36,38,1.9002681914567947,0.02373289475473037
139,37,38,0.5704535688757897,0.013973261445739358
140,38,39,0.5378969258368015,0.017627309215338397
141,38,40,0.8253294075727463,0.019459823403435356
142,38,41,0.5087776650488377,0.021589203803132097
143,39,40,0.6773434565067291,0.03488877977338452
144,39,41,1.5644784319400786,0.02279286372149238
145,40,41,0.42366812768578527,0.01840198414180012
146,41,42,0.4583480636179447,0.0169279491219267
147,41,43,1.677205565214157,0.022275506191558977
148,41,44,0.5875202563405036,0.0213230927332736
149,41,47,0.9235736007094383,0.028059769768133166
150,41,48,3.6779242894649506,0.5112509643203385
151,41,49,3.759512285709381,0.32324730548919733
152,41,50,1.4892528957128526,0.020673822657347532
153,42,43,0.6634157112836838,0.029063685923254305
154,42,44,2.0437638072967528,0.5895526238996514
155,43,44,0.4949877113699913,0.01661489821967185
156,44,45,0.45943177622556686,0.017671063522515542
157,44,46,1.7133207356929778,0.2980365640334018
158,44,47,0.5888520004153251,0.018331454490904075
159,44,48,1.7322684805393218,0.3746970146715702
160,44,49,3.7059267842769623,0.33347342090131926
161,44,50,1.4722292125225067,0.02290482152653328
162,45,46,0.6434158709049225,0.03962566377600377
163,45,47,1.9887627508640289,0.027698117013961573
164,46,47,0.49530623883008956,0.027726894811499696
165,47,48,0.45919804814457893,0.010791716540927336
166,47,49,1.6947954882383347,0.2935758978684236
167,47,50,0.862475104033947,0.022295572580461116
168,48,49,0.6593460794687271,0.012466884080034166
169,48,50,3.3588114912509917,0.6128566962369455
170,49,50,0.6185331209003926,0.023964333748461863
